Workout ID,Title,Start Time,End Time,Exercise Title,Set Type,Reps,Weight (kg),Distance (meters),Duration (seconds),RPE
5a1ab187-212e-4ff1-8bc3-df4f71944747,Core + Cardio,2024-10-10T06:56:10+00:00,2024-10-10T07:02:20+00:00,Lying Leg Raise,normal,20.0,,,,
5a1ab187-212e-4ff1-8bc3-df4f71944747,Core + Cardio,2024-10-10T06:56:10+00:00,2024-10-10T07:02:20+00:00,Lying Leg Raise,normal,20.0,,,,
5a1ab187-212e-4ff1-8bc3-df4f71944747,Core + Cardio,2024-10-10T06:56:10+00:00,2024-10-10T07:02:20+00:00,Lying Leg Raise,normal,20.0,,,,
691f54a8-0800-4224-9388-9b4a6f295a30,Arms,2024-10-10T06:09:15+00:00,2024-10-10T06:48:20+00:00,Triceps Pushdown,normal,14.0,25.0,,,
691f54a8-0800-4224-9388-9b4a6f295a30,Arms,2024-10-10T06:09:15+00:00,2024-10-10T06:48:20+00:00,Triceps Pushdown,normal,5.0,30.0,,,
691f54a8-0800-4224-9388-9b4a6f295a30,Arms,2024-10-10T06:09:15+00:00,2024-10-10T06:48:20+00:00,Triceps Pushdown,normal,8.0,25.0,,,
691f54a8-0800-4224-9388-9b4a6f295a30,Arms,2024-10-10T06:09:15+00:00,2024-10-10T06:48:20+00:00,Bicep Curl (Machine),normal,6.0,42.0,,,
691f54a8-0800-4224-9388-9b4a6f295a30,Arms,2024-10-10T06:09:15+00:00,2024-10-10T06:48:20+00:00,Bicep Curl (Machine),normal,6.0,42.0,,,
691f54a8-0800-4224-9388-9b4a6f295a30,Arms,2024-10-10T06:09:15+00:00,2024-10-10T06:48:20+00:00,Bicep Curl (Machine),normal,7.0,42.0,,,
691f54a8-0800-4224-9388-9b4a6f295a30,Arms,2024-10-10T06:09:15+00:00,2024-10-10T06:48:20+00:00,Triceps Extension (Machine),normal,5.0,35.0,,,
691f54a8-0800-4224-9388-9b4a6f295a30,Arms,2024-10-10T06:09:15+00:00,2024-10-10T06:48:20+00:00,Triceps Extension (Machine),normal,6.0,35.0,,,
691f54a8-0800-4224-9388-9b4a6f295a30,Arms,2024-10-10T06:09:15+00:00,2024-10-10T06:48:20+00:00,Triceps Extension (Machine),normal,5.0,35.0,,,
691f54a8-0800-4224-9388-9b4a6f295a30,Arms,2024-10-10T06:09:15+00:00,2024-10-10T06:48:20+00:00,Hammer Curl (Dumbbell),normal,12.0,12.5,,,
691f54a8-0800-4224-9388-9b4a6f295a30,Arms,2024-10-10T06:09:15+00:00,2024-10-10T06:48:20+00:00,Hammer Curl (Dumbbell),normal,8.0,12.5,,,
691f54a8-0800-4224-9388-9b4a6f295a30,Arms,2024-10-10T06:09:15+00:00,2024-10-10T06:48:20+00:00,Hammer Curl (Dumbbell),normal,6.0,12.5,,,
889c95c0-71f0-469e-bff2-51d013cbc227,Core + Cardio,2024-10-08T03:47:54+00:00,2024-10-08T05:51:46+00:00,Lying Leg Raise,normal,20.0,,,,
889c95c0-71f0-469e-bff2-51d013cbc227,Core + Cardio,2024-10-08T03:47:54+00:00,2024-10-08T05:51:46+00:00,Lying Leg Raise,normal,20.0,,,,
889c95c0-71f0-469e-bff2-51d013cbc227,Core + Cardio,2024-10-08T03:47:54+00:00,2024-10-08T05:51:46+00:00,Lying Leg Raise,normal,20.0,,,,
889c95c0-71f0-469e-bff2-51d013cbc227,Core + Cardio,2024-10-08T03:47:54+00:00,2024-10-08T05:51:46+00:00,Treadmill,normal,,,7467.0,3600.0,
ab43782c-f1a8-4887-9f3a-63c9935442d6,Pull,2024-10-08T03:02:07+00:00,2024-10-08T03:42:23+00:00,Lat Pulldown (Machine),normal,7.0,24.5,,,
ab43782c-f1a8-4887-9f3a-63c9935442d6,Pull,2024-10-08T03:02:07+00:00,2024-10-08T03:42:23+00:00,Lat Pulldown (Machine),normal,7.0,24.5,,,
ab43782c-f1a8-4887-9f3a-63c9935442d6,Pull,2024-10-08T03:02:07+00:00,2024-10-08T03:42:23+00:00,Lat Pulldown (Machine),normal,9.0,24.5,,,
ab43782c-f1a8-4887-9f3a-63c9935442d6,Pull,2024-10-08T03:02:07+00:00,2024-10-08T03:42:23+00:00,Seated Row (Machine),normal,6.0,80.0,,,
ab43782c-f1a8-4887-9f3a-63c9935442d6,Pull,2024-10-08T03:02:07+00:00,2024-10-08T03:42:23+00:00,Seated Row (Machine),normal,7.0,80.0,,,
ab43782c-f1a8-4887-9f3a-63c9935442d6,Pull,2024-10-08T03:02:07+00:00,2024-10-08T03:42:23+00:00,Seated Row (Machine),normal,8.0,80.0,,,
ab43782c-f1a8-4887-9f3a-63c9935442d6,Pull,2024-10-08T03:02:07+00:00,2024-10-08T03:42:23+00:00,Iso-Lateral Low Row,normal,10.0,70.0,,,
ab43782c-f1a8-4887-9f3a-63c9935442d6,Pull,2024-10-08T03:02:07+00:00,2024-10-08T03:42:23+00:00,Iso-Lateral Low Row,normal,6.0,80.0,,,
ab43782c-f1a8-4887-9f3a-63c9935442d6,Pull,2024-10-08T03:02:07+00:00,2024-10-08T03:42:23+00:00,Iso-Lateral Low Row,normal,7.0,80.0,,,
ab43782c-f1a8-4887-9f3a-63c9935442d6,Pull,2024-10-08T03:02:07+00:00,2024-10-08T03:42:23+00:00,Rear Delt Reverse Fly (Machine),normal,5.0,35.0,,,
ab43782c-f1a8-4887-9f3a-63c9935442d6,Pull,2024-10-08T03:02:07+00:00,2024-10-08T03:42:23+00:00,Rear Delt Reverse Fly (Machine),normal,8.0,35.0,,,
ab43782c-f1a8-4887-9f3a-63c9935442d6,Pull,2024-10-08T03:02:07+00:00,2024-10-08T03:42:23+00:00,Rear Delt Reverse Fly (Machine),normal,6.0,42.0,,,
34782497-14b3-4f99-80d4-d3b94f00060c,Core + Cardio,2024-10-07T04:37:11+00:00,2024-10-07T05:58:13+00:00,Lying Leg Raise,normal,20.0,,,,
34782497-14b3-4f99-80d4-d3b94f00060c,Core + Cardio,2024-10-07T04:37:11+00:00,2024-10-07T05:58:13+00:00,Lying Leg Raise,normal,20.0,,,,
34782497-14b3-4f99-80d4-d3b94f00060c,Core + Cardio,2024-10-07T04:37:11+00:00,2024-10-07T05:58:13+00:00,Lying Leg Raise,normal,20.0,,,,
34782497-14b3-4f99-80d4-d3b94f00060c,Core + Cardio,2024-10-07T04:37:11+00:00,2024-10-07T05:58:13+00:00,Treadmill,normal,,,6727.0,3600.0,
b6d7db07-102b-4092-a7bb-7913215d22d9,Push,2024-10-07T03:32:20+00:00,2024-10-07T04:32:41+00:00,Chest Press (Machine),normal,7.0,56.0,,,
b6d7db07-102b-4092-a7bb-7913215d22d9,Push,2024-10-07T03:32:20+00:00,2024-10-07T04:32:41+00:00,Chest Press (Machine),normal,6.0,56.0,,,
b6d7db07-102b-4092-a7bb-7913215d22d9,Push,2024-10-07T03:32:20+00:00,2024-10-07T04:32:41+00:00,Chest Press (Machine),normal,6.0,56.0,,,
b6d7db07-102b-4092-a7bb-7913215d22d9,Push,2024-10-07T03:32:20+00:00,2024-10-07T04:32:41+00:00,Chest Press (Machine),warmup,8.0,42.0,,,
b6d7db07-102b-4092-a7bb-7913215d22d9,Push,2024-10-07T03:32:20+00:00,2024-10-07T04:32:41+00:00,Incline Bench Press (Dumbbell),normal,6.0,20.0,,,
b6d7db07-102b-4092-a7bb-7913215d22d9,Push,2024-10-07T03:32:20+00:00,2024-10-07T04:32:41+00:00,Incline Bench Press (Dumbbell),normal,7.0,20.0,,,
b6d7db07-102b-4092-a7bb-7913215d22d9,Push,2024-10-07T03:32:20+00:00,2024-10-07T04:32:41+00:00,Incline Bench Press (Dumbbell),normal,5.0,20.0,,,
b6d7db07-102b-4092-a7bb-7913215d22d9,Push,2024-10-07T03:32:20+00:00,2024-10-07T04:32:41+00:00,Decline Bench Press (Machine),normal,6.0,60.0,,,
b6d7db07-102b-4092-a7bb-7913215d22d9,Push,2024-10-07T03:32:20+00:00,2024-10-07T04:32:41+00:00,Decline Bench Press (Machine),normal,8.0,60.0,,,
b6d7db07-102b-4092-a7bb-7913215d22d9,Push,2024-10-07T03:32:20+00:00,2024-10-07T04:32:41+00:00,Decline Bench Press (Machine),normal,5.0,70.0,,,
b6d7db07-102b-4092-a7bb-7913215d22d9,Push,2024-10-07T03:32:20+00:00,2024-10-07T04:32:41+00:00,Chest Fly (Machine),normal,4.0,49.0,,,
b6d7db07-102b-4092-a7bb-7913215d22d9,Push,2024-10-07T03:32:20+00:00,2024-10-07T04:32:41+00:00,Chest Fly (Machine),normal,6.0,49.0,,,
b6d7db07-102b-4092-a7bb-7913215d22d9,Push,2024-10-07T03:32:20+00:00,2024-10-07T04:32:41+00:00,Chest Fly (Machine),normal,5.0,49.0,,,
b6d7db07-102b-4092-a7bb-7913215d22d9,Push,2024-10-07T03:32:20+00:00,2024-10-07T04:32:41+00:00,Crunch (Machine),normal,9.0,49.0,,,
b6d7db07-102b-4092-a7bb-7913215d22d9,Push,2024-10-07T03:32:20+00:00,2024-10-07T04:32:41+00:00,Crunch (Machine),normal,8.0,56.0,,,
301da192-4a1e-41b6-b357-c3017528ab7b,Shoulders + Legs,2024-10-05T04:34:15+00:00,2024-10-05T05:26:43+00:00,Face Pull,normal,13.0,20.0,,,
301da192-4a1e-41b6-b357-c3017528ab7b,Shoulders + Legs,2024-10-05T04:34:15+00:00,2024-10-05T05:26:43+00:00,Face Pull,normal,13.0,20.0,,,
301da192-4a1e-41b6-b357-c3017528ab7b,Shoulders + Legs,2024-10-05T04:34:15+00:00,2024-10-05T05:26:43+00:00,Face Pull,normal,13.0,20.0,,,
301da192-4a1e-41b6-b357-c3017528ab7b,Shoulders + Legs,2024-10-05T04:34:15+00:00,2024-10-05T05:26:43+00:00,Rear Delt Reverse Fly (Machine),normal,13.0,28.0,,,
301da192-4a1e-41b6-b357-c3017528ab7b,Shoulders + Legs,2024-10-05T04:34:15+00:00,2024-10-05T05:26:43+00:00,Rear Delt Reverse Fly (Machine),normal,12.0,28.0,,,
301da192-4a1e-41b6-b357-c3017528ab7b,Shoulders + Legs,2024-10-05T04:34:15+00:00,2024-10-05T05:26:43+00:00,Rear Delt Reverse Fly (Machine),normal,12.0,28.0,,,
301da192-4a1e-41b6-b357-c3017528ab7b,Shoulders + Legs,2024-10-05T04:34:15+00:00,2024-10-05T05:26:43+00:00,Lateral Raise (Cable),normal,14.0,6.0,,,
301da192-4a1e-41b6-b357-c3017528ab7b,Shoulders + Legs,2024-10-05T04:34:15+00:00,2024-10-05T05:26:43+00:00,Lateral Raise (Cable),normal,15.0,6.0,,,
301da192-4a1e-41b6-b357-c3017528ab7b,Shoulders + Legs,2024-10-05T04:34:15+00:00,2024-10-05T05:26:43+00:00,Lateral Raise (Cable),normal,13.0,6.0,,,
301da192-4a1e-41b6-b357-c3017528ab7b,Shoulders + Legs,2024-10-05T04:34:15+00:00,2024-10-05T05:26:43+00:00,Shoulder Press (Machine Plates),normal,13.0,28.0,,,
301da192-4a1e-41b6-b357-c3017528ab7b,Shoulders + Legs,2024-10-05T04:34:15+00:00,2024-10-05T05:26:43+00:00,Shoulder Press (Machine Plates),normal,13.0,28.0,,,
301da192-4a1e-41b6-b357-c3017528ab7b,Shoulders + Legs,2024-10-05T04:34:15+00:00,2024-10-05T05:26:43+00:00,Shoulder Press (Machine Plates),normal,13.0,28.0,,,
0619b8a0-2632-47a6-8663-62cd82bdfa37,Arms + Core,2024-10-04T02:18:59+00:00,2024-10-04T03:19:34+00:00,Triceps Pushdown,normal,15.0,25.0,,,
0619b8a0-2632-47a6-8663-62cd82bdfa37,Arms + Core,2024-10-04T02:18:59+00:00,2024-10-04T03:19:34+00:00,Triceps Pushdown,normal,12.0,25.0,,,
0619b8a0-2632-47a6-8663-62cd82bdfa37,Arms + Core,2024-10-04T02:18:59+00:00,2024-10-04T03:19:34+00:00,Triceps Pushdown,normal,12.0,25.0,,,
0619b8a0-2632-47a6-8663-62cd82bdfa37,Arms + Core,2024-10-04T02:18:59+00:00,2024-10-04T03:19:34+00:00,Bicep Curl (Machine),normal,15.0,35.0,,,
0619b8a0-2632-47a6-8663-62cd82bdfa37,Arms + Core,2024-10-04T02:18:59+00:00,2024-10-04T03:19:34+00:00,Bicep Curl (Machine),normal,15.0,35.0,,,
0619b8a0-2632-47a6-8663-62cd82bdfa37,Arms + Core,2024-10-04T02:18:59+00:00,2024-10-04T03:19:34+00:00,Bicep Curl (Machine),normal,15.0,35.0,,,
0619b8a0-2632-47a6-8663-62cd82bdfa37,Arms + Core,2024-10-04T02:18:59+00:00,2024-10-04T03:19:34+00:00,Triceps Extension (Machine),normal,13.0,28.0,,,
0619b8a0-2632-47a6-8663-62cd82bdfa37,Arms + Core,2024-10-04T02:18:59+00:00,2024-10-04T03:19:34+00:00,Triceps Extension (Machine),normal,13.0,28.0,,,
0619b8a0-2632-47a6-8663-62cd82bdfa37,Arms + Core,2024-10-04T02:18:59+00:00,2024-10-04T03:19:34+00:00,Triceps Extension (Machine),normal,13.0,28.0,,,
0619b8a0-2632-47a6-8663-62cd82bdfa37,Arms + Core,2024-10-04T02:18:59+00:00,2024-10-04T03:19:34+00:00,Hammer Curl (Dumbbell),normal,16.0,10.0,,,
0619b8a0-2632-47a6-8663-62cd82bdfa37,Arms + Core,2024-10-04T02:18:59+00:00,2024-10-04T03:19:34+00:00,Hammer Curl (Dumbbell),normal,15.0,10.0,,,
0619b8a0-2632-47a6-8663-62cd82bdfa37,Arms + Core,2024-10-04T02:18:59+00:00,2024-10-04T03:19:34+00:00,Hammer Curl (Dumbbell),normal,12.0,12.5,,,
6bba8d1c-1b34-4ce7-bf65-e414a7216f8c,Pull,2024-10-03T03:05:08+00:00,2024-10-03T03:56:34+00:00,Lat Pulldown (Machine),normal,14.0,21.0,,,
6bba8d1c-1b34-4ce7-bf65-e414a7216f8c,Pull,2024-10-03T03:05:08+00:00,2024-10-03T03:56:34+00:00,Lat Pulldown (Machine),normal,15.0,21.0,,,
6bba8d1c-1b34-4ce7-bf65-e414a7216f8c,Pull,2024-10-03T03:05:08+00:00,2024-10-03T03:56:34+00:00,Lat Pulldown (Machine),normal,12.0,24.5,,,
6bba8d1c-1b34-4ce7-bf65-e414a7216f8c,Pull,2024-10-03T03:05:08+00:00,2024-10-03T03:56:34+00:00,Seated Cable Row - V Grip (Cable),normal,12.0,28.0,,,
6bba8d1c-1b34-4ce7-bf65-e414a7216f8c,Pull,2024-10-03T03:05:08+00:00,2024-10-03T03:56:34+00:00,Seated Cable Row - V Grip (Cable),normal,13.0,28.0,,,
6bba8d1c-1b34-4ce7-bf65-e414a7216f8c,Pull,2024-10-03T03:05:08+00:00,2024-10-03T03:56:34+00:00,Seated Cable Row - V Grip (Cable),normal,14.0,28.0,,,
6bba8d1c-1b34-4ce7-bf65-e414a7216f8c,Pull,2024-10-03T03:05:08+00:00,2024-10-03T03:56:34+00:00,Seated Row (Machine),normal,13.0,70.0,,,
6bba8d1c-1b34-4ce7-bf65-e414a7216f8c,Pull,2024-10-03T03:05:08+00:00,2024-10-03T03:56:34+00:00,Seated Row (Machine),normal,13.0,70.0,,,
6bba8d1c-1b34-4ce7-bf65-e414a7216f8c,Pull,2024-10-03T03:05:08+00:00,2024-10-03T03:56:34+00:00,Seated Row (Machine),normal,14.0,70.0,,,
6bba8d1c-1b34-4ce7-bf65-e414a7216f8c,Pull,2024-10-03T03:05:08+00:00,2024-10-03T03:56:34+00:00,Iso-Lateral Low Row,normal,15.0,55.0,,,
6bba8d1c-1b34-4ce7-bf65-e414a7216f8c,Pull,2024-10-03T03:05:08+00:00,2024-10-03T03:56:34+00:00,Iso-Lateral Low Row,normal,13.0,60.0,,,
6bba8d1c-1b34-4ce7-bf65-e414a7216f8c,Pull,2024-10-03T03:05:08+00:00,2024-10-03T03:56:34+00:00,Iso-Lateral Low Row,normal,13.0,60.0,,,
ce26cef6-0d92-42de-849d-155dadb3d233,Push,2024-10-02T03:11:07+00:00,2024-10-02T04:05:19+00:00,Chest Press (Machine),normal,10.0,49.0,,,
ce26cef6-0d92-42de-849d-155dadb3d233,Push,2024-10-02T03:11:07+00:00,2024-10-02T04:05:19+00:00,Chest Press (Machine),normal,5.0,56.0,,,
ce26cef6-0d92-42de-849d-155dadb3d233,Push,2024-10-02T03:11:07+00:00,2024-10-02T04:05:19+00:00,Chest Press (Machine),normal,5.0,56.0,,,
ce26cef6-0d92-42de-849d-155dadb3d233,Push,2024-10-02T03:11:07+00:00,2024-10-02T04:05:19+00:00,Incline Bench Press (Dumbbell),normal,8.0,17.5,,,
ce26cef6-0d92-42de-849d-155dadb3d233,Push,2024-10-02T03:11:07+00:00,2024-10-02T04:05:19+00:00,Incline Bench Press (Dumbbell),normal,4.0,20.0,,,
ce26cef6-0d92-42de-849d-155dadb3d233,Push,2024-10-02T03:11:07+00:00,2024-10-02T04:05:19+00:00,Incline Bench Press (Dumbbell),normal,6.0,20.0,,,
ce26cef6-0d92-42de-849d-155dadb3d233,Push,2024-10-02T03:11:07+00:00,2024-10-02T04:05:19+00:00,Decline Bench Press (Machine),normal,15.0,50.0,,,
ce26cef6-0d92-42de-849d-155dadb3d233,Push,2024-10-02T03:11:07+00:00,2024-10-02T04:05:19+00:00,Decline Bench Press (Machine),normal,14.0,50.0,,,
ce26cef6-0d92-42de-849d-155dadb3d233,Push,2024-10-02T03:11:07+00:00,2024-10-02T04:05:19+00:00,Decline Bench Press (Machine),normal,15.0,50.0,,,
ce26cef6-0d92-42de-849d-155dadb3d233,Push,2024-10-02T03:11:07+00:00,2024-10-02T04:05:19+00:00,Chest Fly (Machine),normal,14.0,42.0,,,
ce26cef6-0d92-42de-849d-155dadb3d233,Push,2024-10-02T03:11:07+00:00,2024-10-02T04:05:19+00:00,Chest Fly (Machine),normal,14.0,42.0,,,
ce26cef6-0d92-42de-849d-155dadb3d233,Push,2024-10-02T03:11:07+00:00,2024-10-02T04:05:19+00:00,Chest Fly (Machine),normal,13.0,42.0,,,
b717cf3a-61d4-4d18-942e-b49a162d1030,Shoulders + Legs,2024-10-01T03:07:08+00:00,2024-10-01T04:04:31+00:00,Face Pull,normal,16.0,16.5,,,
b717cf3a-61d4-4d18-942e-b49a162d1030,Shoulders + Legs,2024-10-01T03:07:08+00:00,2024-10-01T04:04:31+00:00,Face Pull,normal,13.0,20.0,,,
b717cf3a-61d4-4d18-942e-b49a162d1030,Shoulders + Legs,2024-10-01T03:07:08+00:00,2024-10-01T04:04:31+00:00,Face Pull,normal,12.0,20.0,,,
b717cf3a-61d4-4d18-942e-b49a162d1030,Shoulders + Legs,2024-10-01T03:07:08+00:00,2024-10-01T04:04:31+00:00,Rear Delt Reverse Fly (Machine),normal,14.0,28.0,,,
b717cf3a-61d4-4d18-942e-b49a162d1030,Shoulders + Legs,2024-10-01T03:07:08+00:00,2024-10-01T04:04:31+00:00,Rear Delt Reverse Fly (Machine),normal,13.0,28.0,,,
b717cf3a-61d4-4d18-942e-b49a162d1030,Shoulders + Legs,2024-10-01T03:07:08+00:00,2024-10-01T04:04:31+00:00,Rear Delt Reverse Fly (Machine),normal,12.0,28.0,,,
b717cf3a-61d4-4d18-942e-b49a162d1030,Shoulders + Legs,2024-10-01T03:07:08+00:00,2024-10-01T04:04:31+00:00,Lateral Raise (Cable),normal,15.0,6.0,,,
b717cf3a-61d4-4d18-942e-b49a162d1030,Shoulders + Legs,2024-10-01T03:07:08+00:00,2024-10-01T04:04:31+00:00,Lateral Raise (Cable),normal,13.0,6.0,,,
b717cf3a-61d4-4d18-942e-b49a162d1030,Shoulders + Legs,2024-10-01T03:07:08+00:00,2024-10-01T04:04:31+00:00,Lateral Raise (Cable),normal,13.0,6.0,,,
b717cf3a-61d4-4d18-942e-b49a162d1030,Shoulders + Legs,2024-10-01T03:07:08+00:00,2024-10-01T04:04:31+00:00,Leg Press (Machine),normal,15.0,120.0,,,
b717cf3a-61d4-4d18-942e-b49a162d1030,Shoulders + Legs,2024-10-01T03:07:08+00:00,2024-10-01T04:04:31+00:00,Leg Press (Machine),normal,15.0,120.0,,,
b717cf3a-61d4-4d18-942e-b49a162d1030,Shoulders + Legs,2024-10-01T03:07:08+00:00,2024-10-01T04:04:31+00:00,Leg Press (Machine),normal,15.0,120.0,,,
b228febf-a85f-4495-9483-88c0f8b7e734,Arms + Core,2024-09-30T02:38:26+00:00,2024-09-30T03:26:41+00:00,Triceps Pushdown,normal,16.0,25.0,,,
b228febf-a85f-4495-9483-88c0f8b7e734,Arms + Core,2024-09-30T02:38:26+00:00,2024-09-30T03:26:41+00:00,Triceps Pushdown,normal,13.0,25.0,,,
b228febf-a85f-4495-9483-88c0f8b7e734,Arms + Core,2024-09-30T02:38:26+00:00,2024-09-30T03:26:41+00:00,Triceps Pushdown,normal,14.0,25.0,,,
b228febf-a85f-4495-9483-88c0f8b7e734,Arms + Core,2024-09-30T02:38:26+00:00,2024-09-30T03:26:41+00:00,Bicep Curl (Machine),normal,14.0,35.0,,,
b228febf-a85f-4495-9483-88c0f8b7e734,Arms + Core,2024-09-30T02:38:26+00:00,2024-09-30T03:26:41+00:00,Bicep Curl (Machine),normal,14.0,35.0,,,
b228febf-a85f-4495-9483-88c0f8b7e734,Arms + Core,2024-09-30T02:38:26+00:00,2024-09-30T03:26:41+00:00,Bicep Curl (Machine),normal,14.0,35.0,,,
b228febf-a85f-4495-9483-88c0f8b7e734,Arms + Core,2024-09-30T02:38:26+00:00,2024-09-30T03:26:41+00:00,Triceps Extension (Machine),normal,13.0,28.0,,,
b228febf-a85f-4495-9483-88c0f8b7e734,Arms + Core,2024-09-30T02:38:26+00:00,2024-09-30T03:26:41+00:00,Triceps Extension (Machine),normal,12.0,28.0,,,
b228febf-a85f-4495-9483-88c0f8b7e734,Arms + Core,2024-09-30T02:38:26+00:00,2024-09-30T03:26:41+00:00,Triceps Extension (Machine),normal,12.0,28.0,,,
b228febf-a85f-4495-9483-88c0f8b7e734,Arms + Core,2024-09-30T02:38:26+00:00,2024-09-30T03:26:41+00:00,Hammer Curl (Dumbbell),normal,13.0,12.5,,,
b228febf-a85f-4495-9483-88c0f8b7e734,Arms + Core,2024-09-30T02:38:26+00:00,2024-09-30T03:26:41+00:00,Hammer Curl (Dumbbell),normal,13.0,12.5,,,
b228febf-a85f-4495-9483-88c0f8b7e734,Arms + Core,2024-09-30T02:38:26+00:00,2024-09-30T03:26:41+00:00,Hammer Curl (Dumbbell),normal,13.0,12.5,,,
f02243bb-6472-4f7a-a575-f8754ca890e9,Pull,2024-09-29T05:42:56+00:00,2024-09-29T06:36:06+00:00,Lat Pulldown (Machine),normal,15.0,21.0,,,
f02243bb-6472-4f7a-a575-f8754ca890e9,Pull,2024-09-29T05:42:56+00:00,2024-09-29T06:36:06+00:00,Lat Pulldown (Machine),normal,14.0,21.0,,,
f02243bb-6472-4f7a-a575-f8754ca890e9,Pull,2024-09-29T05:42:56+00:00,2024-09-29T06:36:06+00:00,Lat Pulldown (Machine),normal,15.0,21.0,,,
f02243bb-6472-4f7a-a575-f8754ca890e9,Pull,2024-09-29T05:42:56+00:00,2024-09-29T06:36:06+00:00,Lat Pulldown - Close Grip (Cable),normal,15.0,21.0,,,
f02243bb-6472-4f7a-a575-f8754ca890e9,Pull,2024-09-29T05:42:56+00:00,2024-09-29T06:36:06+00:00,Lat Pulldown - Close Grip (Cable),normal,14.0,21.0,,,
f02243bb-6472-4f7a-a575-f8754ca890e9,Pull,2024-09-29T05:42:56+00:00,2024-09-29T06:36:06+00:00,Lat Pulldown - Close Grip (Cable),normal,14.0,21.0,,,
f02243bb-6472-4f7a-a575-f8754ca890e9,Pull,2024-09-29T05:42:56+00:00,2024-09-29T06:36:06+00:00,Seated Row (Machine),normal,17.0,65.0,,,
f02243bb-6472-4f7a-a575-f8754ca890e9,Pull,2024-09-29T05:42:56+00:00,2024-09-29T06:36:06+00:00,Seated Row (Machine),normal,13.0,70.0,,,
f02243bb-6472-4f7a-a575-f8754ca890e9,Pull,2024-09-29T05:42:56+00:00,2024-09-29T06:36:06+00:00,Seated Row (Machine),normal,14.0,70.0,,,
f02243bb-6472-4f7a-a575-f8754ca890e9,Pull,2024-09-29T05:42:56+00:00,2024-09-29T06:36:06+00:00,Iso-Lateral Low Row,normal,14.0,55.0,,,
f02243bb-6472-4f7a-a575-f8754ca890e9,Pull,2024-09-29T05:42:56+00:00,2024-09-29T06:36:06+00:00,Iso-Lateral Low Row,normal,15.0,55.0,,,
f02243bb-6472-4f7a-a575-f8754ca890e9,Pull,2024-09-29T05:42:56+00:00,2024-09-29T06:36:06+00:00,Iso-Lateral Low Row,normal,17.0,55.0,,,
5e384340-e304-4614-b8e9-2ce6dea8263b,Push,2024-09-28T02:58:51+00:00,2024-09-28T03:51:42+00:00,Chest Press (Machine),normal,7.0,49.0,,,
5e384340-e304-4614-b8e9-2ce6dea8263b,Push,2024-09-28T02:58:51+00:00,2024-09-28T03:51:42+00:00,Chest Press (Machine),normal,7.0,49.0,,,
5e384340-e304-4614-b8e9-2ce6dea8263b,Push,2024-09-28T02:58:51+00:00,2024-09-28T03:51:42+00:00,Chest Press (Machine),normal,6.0,49.0,,,
5e384340-e304-4614-b8e9-2ce6dea8263b,Push,2024-09-28T02:58:51+00:00,2024-09-28T03:51:42+00:00,Incline Bench Press (Dumbbell),normal,6.0,17.5,,,
5e384340-e304-4614-b8e9-2ce6dea8263b,Push,2024-09-28T02:58:51+00:00,2024-09-28T03:51:42+00:00,Incline Bench Press (Dumbbell),normal,7.0,17.5,,,
5e384340-e304-4614-b8e9-2ce6dea8263b,Push,2024-09-28T02:58:51+00:00,2024-09-28T03:51:42+00:00,Incline Bench Press (Dumbbell),normal,8.0,17.5,,,
5e384340-e304-4614-b8e9-2ce6dea8263b,Push,2024-09-28T02:58:51+00:00,2024-09-28T03:51:42+00:00,Decline Bench Press (Machine),normal,14.0,50.0,,,
5e384340-e304-4614-b8e9-2ce6dea8263b,Push,2024-09-28T02:58:51+00:00,2024-09-28T03:51:42+00:00,Decline Bench Press (Machine),normal,13.0,50.0,,,
5e384340-e304-4614-b8e9-2ce6dea8263b,Push,2024-09-28T02:58:51+00:00,2024-09-28T03:51:42+00:00,Decline Bench Press (Machine),normal,14.0,50.0,,,
5e384340-e304-4614-b8e9-2ce6dea8263b,Push,2024-09-28T02:58:51+00:00,2024-09-28T03:51:42+00:00,Chest Fly (Machine),normal,13.0,42.0,,,
5e384340-e304-4614-b8e9-2ce6dea8263b,Push,2024-09-28T02:58:51+00:00,2024-09-28T03:51:42+00:00,Chest Fly (Machine),normal,13.0,42.0,,,
5e384340-e304-4614-b8e9-2ce6dea8263b,Push,2024-09-28T02:58:51+00:00,2024-09-28T03:51:42+00:00,Chest Fly (Machine),normal,13.0,42.0,,,
1f1d99be-974f-4f8c-b545-77ae0f592f60,Shoulders + Legs,2024-09-27T08:19:20+00:00,2024-09-27T09:09:07+00:00,Face Pull,normal,13.0,16.5,,,
1f1d99be-974f-4f8c-b545-77ae0f592f60,Shoulders + Legs,2024-09-27T08:19:20+00:00,2024-09-27T09:09:07+00:00,Face Pull,normal,14.0,16.5,,,
1f1d99be-974f-4f8c-b545-77ae0f592f60,Shoulders + Legs,2024-09-27T08:19:20+00:00,2024-09-27T09:09:07+00:00,Face Pull,normal,16.0,16.5,,,
1f1d99be-974f-4f8c-b545-77ae0f592f60,Shoulders + Legs,2024-09-27T08:19:20+00:00,2024-09-27T09:09:07+00:00,Rear Delt Reverse Fly (Machine),normal,13.0,28.0,,,
1f1d99be-974f-4f8c-b545-77ae0f592f60,Shoulders + Legs,2024-09-27T08:19:20+00:00,2024-09-27T09:09:07+00:00,Rear Delt Reverse Fly (Machine),normal,14.0,28.0,,,
